SPUD_DATE,API,OGO_NUM,OPERATOR,REGION,COUNTY,MUNICIPALITY,FARM_NAME,WELL_CODE_DESC,WELL_STATUS,LATITUDE,LONGITUDE,CONFIGURATION,UNCONVENTIONAL
11/22/2012,081-21067,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO NCDO Dstr Off,Lycoming,Cogan House Twp,MCWILLIAMS UNIT 6H,GAS,Active,41.37715,-77.127394,Horizontal Well,Yes
11/23/2012,113-20160,OGO-66495,CHIEF OIL & GAS LLC,EP DOGO NCDO Dstr Off,Sullivan,Elkland Twp,BOY SCOUTS UNIT 1H,GAS,Active,41.562194,-76.673963,Horizontal Well,Yes
11/23/2012,015-22268,OGO-66610,SOUTHWESTERN ENERGY PROD CO,EP DOGO NCDO Dstr Off,Bradford,Stevens Twp,BLAINE HOYD 4H,GAS,Active,41.76293,-76.199041,Horizontal Well,Yes
11/25/2012,015-22301,OGO-37268,EOG RESOURCES INC,EP DOGO NCDO Dstr Off,Bradford,Springfield Twp,KLINE 15H,GAS,Active,41.820013,-76.735833,Horizontal Well,Yes
11/27/2012,111-20314,OGO-39307,CHEVRON APPALACHIA LLC,EP DOGO SWDO Dstr Off,Somerset,Addison Twp,PMG ALLEN UNIT 5H,GAS,Active,39.743636,-79.357572,Horizontal Well,Yes
11/27/2012,083-55901,OGO-67805,SWEPI LP,EP DOGO NWDO Dstr Off,McKean,Wetmore Twp,SOUTH BRANCH 1408 4HM,GAS,Active,41.637933,-78.86373,Horizontal Well,Yes
11/28/2012,111-20315,OGO-39307,CHEVRON APPALACHIA LLC,EP DOGO SWDO Dstr Off,Somerset,Addison Twp,PMG ALLEN UNIT 6H,GAS,Active,39.743522,-79.357636,Horizontal Well,Yes
11/28/2012,125-24808,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Cross Creek Twp,KANCEL UNIT 8H,GAS,Active,40.287136,-80.41575,Horizontal Well,Yes
11/28/2012,125-24807,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Cross Creek Twp,KANCEL UNIT 7H,GAS,Active,40.287216,-80.415752,Horizontal Well,Yes
11/28/2012,125-24806,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Cross Creek Twp,KANCEL UNIT 4H,GAS,Active,40.287219,-80.415608,Horizontal Well,Yes
11/28/2012,019-21982,OGO-38958,XTO ENERGY INC,EP DOGO NWDO Dstr Off,Butler,Butler Twp,LASSINGER UNIT 1H,GAS,Active,40.836669,-79.884388,Horizontal Well,Yes
11/28/2012,085-24631,OGO-68300,HALCON OPR CO INC,EP DOGO NWDO Dstr Off,Mercer,West Salem Twp,YODER 2H,GAS,Active,41.365527,-80.463551,Horizontal Well,Yes
11/28/2012,083-55899,OGO-67805,SWEPI LP,EP DOGO NWDO Dstr Off,McKean,Wetmore Twp,SOUTH BRANCH 1408 2HM,GAS,Active,41.637972,-78.86375,Horizontal Well,Yes
11/29/2012,083-55903,OGO-67805,SWEPI LP,EP DOGO NWDO Dstr Off,McKean,Wetmore Twp,SOUTH BRANCH 1408 6HM,GAS,Active,41.63805,-78.863788,Horizontal Well,Yes
11/29/2012,015-22305,OGO-37268,EOG RESOURCES INC,EP DOGO NCDO Dstr Off,Bradford,Springfield Twp,KINGSLEY SOUTH 4H,GAS,Active,41.824158,-76.722702,Horizontal Well,Yes
11/30/2012,005-30676,OGO-17647,SNYDER BROS INC,EP DOGO SWDO Dstr Off,Armstrong,Boggs Twp,BVL/SHAWMUT 2M-100,GAS,Active,40.888822,-79.421797,Vertical Well,Yes
11/30/2012,083-55900,OGO-67805,SWEPI LP,EP DOGO NWDO Dstr Off,McKean,Wetmore Twp,SOUTH BRANCH 1408 2HS,GAS,Active,41.638088,-78.863808,Horizontal Well,Yes
11/30/2012,015-22356,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Bradford,Warren Twp,ABELL 05 112 01 G 1H,GAS,Active,41.966919,-76.146313,Horizontal Well,Yes
12/1/2012,125-24648,OGO-39307,CHEVRON APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Centerville Boro,MARYNCHAK UNIT 1H,GAS,Active,40.029375,-79.955711,Horizontal Well,Yes
12/1/2012,125-24896,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Cross Creek Twp,PARIS ALEX UNIT 2H,GAS,Active,40.292886,-80.461025,Horizontal Well,Yes
12/1/2012,125-24814,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Cross Creek Twp,PARIS ALEX UNIT 3H,GAS,Active,40.292966,-80.46105,Horizontal Well,Yes
12/1/2012,125-24811,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Cross Creek Twp,PARIS ALEX UNIT 4H,GAS,Active,40.293047,-80.461075,Horizontal Well,Yes
12/1/2012,115-21058,OGO-10897,CABOT OIL & GAS CORP,EP DOGO NCDO Dstr Off,Susquehanna,Lenox Twp,RUTKOWSKI B 6,GAS,Active,41.703263,-75.751591,Horizontal Well,Yes
12/3/2012,051-24531,OGO-39307,CHEVRON APPALACHIA LLC,EP DOGO SWDO Dstr Off,Fayette,Luzerne Twp,HOEHN UNIT 12H,GAS,Active,39.927969,-79.918722,Horizontal Well,Yes
12/3/2012,125-24874,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Smith Twp,KRESIC UNIT 3H,GAS,Active,40.391958,-80.325697,Horizontal Well,Yes
12/3/2012,125-24865,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Smith Twp,KRESIC UNIT 4H,GAS,Active,40.392033,-80.325744,Horizontal Well,Yes
12/3/2012,125-24883,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Smith Twp,KRESIC UNIT 1H,GAS,Active,40.392105,-80.325794,Horizontal Well,Yes
12/3/2012,125-24884,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Smith Twp,KRESIC UNIT 2H,GAS,Active,40.392155,-80.325666,Horizontal Well,Yes
12/3/2012,019-21983,OGO-38958,XTO ENERGY INC,EP DOGO NWDO Dstr Off,Butler,Butler Twp,LASSINGER UNIT 3H,GAS,Active,40.836669,-79.884425,Horizontal Well,Yes
12/3/2012,019-21988,OGO-67805,SWEPI LP,EP DOGO NWDO Dstr Off,Butler,Mercer Twp,HALTERLEIN 2064 1HD 8HS,GAS,Active,41.106819,-80.031605,Horizontal Well,Yes
12/4/2012,019-21990,OGO-67805,SWEPI LP,EP DOGO NWDO Dstr Off,Butler,Mercer Twp,HALTERLEIN 2064 2HD,GAS,Active,41.106777,-80.031605,Horizontal Well,Yes
12/5/2012,125-24816,OGO-37312,CNX GAS CO LLC,EP DOGO SWDO Dstr Off,Washington,Morris Twp,LAMPERSKI NV58AHS,GAS,Active,40.059022,-80.311183,Horizontal Well,Yes
12/5/2012,125-24817,OGO-37312,CNX GAS CO LLC,EP DOGO SWDO Dstr Off,Washington,Morris Twp,LAMPERSKI NV58BHS,GAS,Active,40.059041,-80.31125,Horizontal Well,Yes
12/5/2012,125-24818,OGO-37312,CNX GAS CO LLC,EP DOGO SWDO Dstr Off,Washington,Morris Twp,LAMPERSKI NV58CHS,GAS,Active,40.059063,-80.311316,Horizontal Well,Yes
12/5/2012,125-24856,OGO-37312,CNX GAS CO LLC,EP DOGO SWDO Dstr Off,Washington,Morris Twp,LAMPERSKI NV58HHS,GAS,Active,40.059075,-80.311155,Horizontal Well,Yes
12/5/2012,125-24828,OGO-37312,CNX GAS CO LLC,EP DOGO SWDO Dstr Off,Washington,Morris Twp,LAMPERSKI NV58FHS,GAS,Active,40.059083,-80.311383,Horizontal Well,Yes
12/5/2012,125-24855,OGO-37312,CNX GAS CO LLC,EP DOGO SWDO Dstr Off,Washington,Morris Twp,LAMPERSKI NV58GHS,GAS,Active,40.059094,-80.311225,Horizontal Well,Yes
12/5/2012,125-24827,OGO-37312,CNX GAS CO LLC,EP DOGO SWDO Dstr Off,Washington,Morris Twp,LAMPERSKI NV58EHS,GAS,Active,40.059102,-80.31145,Horizontal Well,Yes
12/5/2012,125-24820,OGO-37312,CNX GAS CO LLC,EP DOGO SWDO Dstr Off,Washington,Morris Twp,LAMPERSKI NV58JHS,GAS,Active,40.059113,-80.311288,Horizontal Well,Yes
12/5/2012,125-24821,OGO-37312,CNX GAS CO LLC,EP DOGO SWDO Dstr Off,Washington,Morris Twp,LAMPERSKI NV58KHS,GAS,Active,40.059133,-80.311355,Horizontal Well,Yes
12/5/2012,125-24819,OGO-37312,CNX GAS CO LLC,EP DOGO SWDO Dstr Off,Washington,Morris Twp,LAMPERSKI NV58DHS,GAS,Active,40.059152,-80.311422,Horizontal Well,Yes
12/5/2012,019-21991,OGO-67805,SWEPI LP,EP DOGO NWDO Dstr Off,Butler,Mercer Twp,HALTERLEIN 2064 2HM,GAS,Active,41.106736,-80.031602,Vertical Well,Yes
12/6/2012,019-21992,OGO-67805,SWEPI LP,EP DOGO NWDO Dstr Off,Butler,Mercer Twp,HALTERLEIN 2064 4HD 8HM,GAS,Active,41.106694,-80.031602,Horizontal Well,Yes
12/6/2012,081-20840,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO NCDO Dstr Off,Lycoming,Lewis Twp,SHIPMAN GOODWILL UNIT 1H,GAS,Active,41.363294,-77.099608,Horizontal Well,Yes
12/6/2012,115-21051,OGO-66610,SOUTHWESTERN ENERGY PROD CO,EP DOGO NCDO Dstr Off,Susquehanna,New Milford Twp,ROMAN 5H,GAS,Active,41.861808,-75.730338,Horizontal Well,Yes
12/7/2012,125-24899,OGO-37312,CNX GAS CO LLC,EP DOGO SWDO Dstr Off,Washington,Morris Twp,CONSOL NV57KHS,GAS,Active,40.032063,-80.318927,Horizontal Well,Yes
12/7/2012,125-24898,OGO-37312,CNX GAS CO LLC,EP DOGO SWDO Dstr Off,Washington,Morris Twp,CONSOL NV57JHS,GAS,Active,40.032086,-80.318994,Horizontal Well,Yes
12/7/2012,005-30678,OGO-17647,SNYDER BROS INC,EP DOGO SWDO Dstr Off,Armstrong,Boggs Twp,BVL/SHAWMUT 4M-100,GAS,Active,40.885841,-79.421102,Vertical Well,Yes
12/7/2012,019-21993,OGO-67805,SWEPI LP,EP DOGO NWDO Dstr Off,Butler,Mercer Twp,HALTERLEIN 2064 4HM,GAS,Active,41.106655,-80.0316,Horizontal Well,Yes
12/7/2012,115-21011,OGO-10897,CABOT OIL & GAS CORP,EP DOGO NCDO Dstr Off,Susquehanna,Dimock Twp,WOOD E 1,GAS,Active,41.777447,-75.879377,Horizontal Well,Yes
12/7/2012,115-21012,OGO-10897,CABOT OIL & GAS CORP,EP DOGO NCDO Dstr Off,Susquehanna,Dimock Twp,WOOD E 6,GAS,Active,41.777458,-75.879325,Horizontal Well,Yes
12/7/2012,115-21013,OGO-10897,CABOT OIL & GAS CORP,EP DOGO NCDO Dstr Off,Susquehanna,Dimock Twp,WOOD E 7,GAS,Active,41.777466,-75.879272,Horizontal Well,Yes
12/7/2012,115-21014,OGO-10897,CABOT OIL & GAS CORP,EP DOGO NCDO Dstr Off,Susquehanna,Dimock Twp,WOOD E 8,GAS,Active,41.777477,-75.879219,Horizontal Well,Yes
12/8/2012,059-25936,OGO-39407,VANTAGE ENERGY APPALACHIA LLC,EP DOGO SWDO Dstr Off,Greene,Jefferson Twp,RIDGE ROAD 1H,GAS,Active,39.895847,-80.100716,Horizontal Well,Yes
12/8/2012,015-22244,OGO-66610,SOUTHWESTERN ENERGY PROD CO,EP DOGO NCDO Dstr Off,Bradford,Stevens Twp,MARCUCCI JONES 4H,GAS,Active,41.774036,-76.17888,Horizontal Well,Yes
12/9/2012,039-25764,OGO-67805,SWEPI LP,EP DOGO NWDO Dstr Off,Crawford,East Fallowfield Twp,BYLER 2083 4HD,GAS,Active,41.487833,-80.334977,Horizontal Well,Yes
12/11/2012,125-24717,OGO-39307,CHEVRON APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,West Bethlehem Twp,DONAHOO UNIT 9H,GAS,Active,40.043611,-80.121352,Horizontal Well,Yes
12/11/2012,081-20983,OGO-15547,SENECA RESOURCES CORP,EP DOGO NCDO Dstr Off,Lycoming,McIntyre Twp,DCNR 100 31H 50779,GAS,Active,41.467302,-77.00445,Horizontal Well,Yes
12/11/2012,039-25765,OGO-68300,HALCON OPR CO INC,EP DOGO NWDO Dstr Off,Crawford,North Shenango Twp,STAAB 1H,GAS,Active,41.59098,-80.430025,Horizontal Well,Yes
12/12/2012,125-24697,OGO-61555,EQT PRODUCTION CO,EP DOGO SWDO Dstr Off,Washington,Fallowfield Twp,KEVECH 590574,GAS,Active,40.166719,-79.981036,Horizontal Well,Yes
12/12/2012,081-20984,OGO-15547,SENECA RESOURCES CORP,EP DOGO NCDO Dstr Off,Lycoming,McIntyre Twp,DCNR 100 32H 50780,GAS,Active,41.467275,-77.004513,Horizontal Well,Yes
12/12/2012,131-20240,OGO-65420,CHESAPEAKE APPALACHIA LLC,EP DOGO NCDO Dstr Off,Wyoming,Mehoopany Twp,FOX WYO 2H,GAS,Active,41.589994,-76.061194,Horizontal Well,Yes
12/12/2012,015-22241,OGO-66610,SOUTHWESTERN ENERGY PROD CO,EP DOGO NCDO Dstr Off,Bradford,Orwell Twp,COOLEY 8H,GAS,Active,41.831311,-76.245477,Horizontal Well,Yes
12/14/2012,015-22358,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Bradford,Windham Twp,CARLSEN 05 174 01 C 1H,GAS,Active,41.930944,-76.288963,Horizontal Well,Yes
12/15/2012,059-25902,OGO-39407,VANTAGE ENERGY APPALACHIA LLC,EP DOGO SWDO Dstr Off,Greene,Franklin Twp,ROHANNA 6H,GAS,Active,39.896266,-80.124702,Horizontal Well,Yes
12/15/2012,081-20985,OGO-15547,SENECA RESOURCES CORP,EP DOGO NCDO Dstr Off,Lycoming,McIntyre Twp,DCNR 100 34H 50782,GAS,Active,41.467247,-77.004575,Horizontal Well,Yes
12/15/2012,015-22333,OGO-37268,EOG RESOURCES INC,EP DOGO NCDO Dstr Off,Bradford,Springfield Twp,GRIPPIN 4H,GAS,Active,41.872555,-76.70708,Horizontal Well,Yes
12/16/2012,081-20986,OGO-15547,SENECA RESOURCES CORP,EP DOGO NCDO Dstr Off,Lycoming,McIntyre Twp,DCNR 100 35H 50783,GAS,Active,41.467219,-77.004638,Horizontal Well,Yes
12/17/2012,019-21987,OGO-68325,RE GAS DEV LLC,EP DOGO NWDO Dstr Off,Butler,Lancaster Twp,WARNER UNIT 1H,GAS,Active,40.848072,-80.113761,Horizontal Well,Yes
12/17/2012,081-21088,OGO-65860,ANADARKO E&P ONSHORE LLC,EP DOGO NCDO Dstr Off,Lycoming,Cogan House Twp,TERRY D LITZELMAN A 201H,GAS,Active,41.400886,-77.167844,Horizontal Well,Yes
12/17/2012,015-22275,OGO-65420,CHESAPEAKE APPALACHIA LLC,EP DOGO NCDO Dstr Off,Bradford,Wilmot Twp,BKT BRA 5H,GAS,Active,41.560363,-76.263877,Horizontal Well,Yes
12/17/2012,115-21038,OGO-66610,SOUTHWESTERN ENERGY PROD CO,EP DOGO NCDO Dstr Off,Susquehanna,New Milford Twp,GRIZZANTI 4H,GAS,Active,41.853497,-75.736352,Horizontal Well,Yes
12/18/2012,051-24526,OGO-39307,CHEVRON APPALACHIA LLC,EP DOGO SWDO Dstr Off,Fayette,Luzerne Twp,HOEHN UNIT 7H,GAS,Active,39.927969,-79.918988,Horizontal Well,Yes
12/18/2012,019-22005,OGO-68325,RE GAS DEV LLC,EP DOGO NWDO Dstr Off,Butler,Lancaster Twp,WARNER UNIT 2H,GAS,Active,40.848075,-80.113708,Horizontal Well,Yes
12/18/2012,031-25604,OGO-17647,SNYDER BROS INC,EP DOGO NWDO Dstr Off,Clarion,Porter Twp,SWARTFAGER MOORE UNIT 1 194,GAS,Active,41.078875,-79.377286,Vertical Well,Yes
12/18/2012,019-22001,OGO-67805,SWEPI LP,EP DOGO NWDO Dstr Off,Butler,Mercer Twp,HALTERLEIN 2064 5HM 4HS,GAS,Active,41.106783,-80.031369,Horizontal Well,Yes
12/18/2012,019-22000,OGO-67805,SWEPI LP,EP DOGO NWDO Dstr Off,Butler,Mercer Twp,HALTERLEIN 2064 3HM 8HM,GAS,Active,41.106863,-80.031372,Horizontal Well,Yes
12/18/2012,081-21089,OGO-65860,ANADARKO E&P ONSHORE LLC,EP DOGO NCDO Dstr Off,Lycoming,Cogan House Twp,TERRY D LITZELMAN A 202H,GAS,Active,41.400911,-77.167888,Horizontal Well,Yes
12/18/2012,015-22281,OGO-65420,CHESAPEAKE APPALACHIA LLC,EP DOGO NCDO Dstr Off,Bradford,Wyalusing Twp,STETHERS NW BRA 5H,GAS,Active,41.730522,-76.226655,Horizontal Well,Yes
12/18/2012,015-22282,OGO-65420,CHESAPEAKE APPALACHIA LLC,EP DOGO NCDO Dstr Off,Bradford,Wyalusing Twp,STETHERS E BRA 5H,COMB. OIL&GAS,Active,41.73058,-76.226613,Horizontal Well,Yes
12/19/2012,051-24527,OGO-39307,CHEVRON APPALACHIA LLC,EP DOGO SWDO Dstr Off,Fayette,Luzerne Twp,HOEHN UNIT 8H,GAS,Active,39.927969,-79.918936,Horizontal Well,Yes
12/19/2012,125-24859,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Cross Creek Twp,CHECHUCK GEORGE UNIT 2H,GAS,Active,40.309325,-80.406877,Horizontal Well,Yes
12/19/2012,125-24861,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Cross Creek Twp,CHECHUCK GEORGE UNIT 4H,GAS,Active,40.309366,-80.406744,Horizontal Well,Yes
12/19/2012,125-24858,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Cross Creek Twp,CHECHUCK GEORGE UNIT 1H,GAS,Active,40.309477,-80.406955,Horizontal Well,Yes
12/19/2012,125-24860,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Cross Creek Twp,CHECHUCK GEORGE UNIT 3H,GAS,Active,40.309519,-80.406822,Horizontal Well,Yes
12/19/2012,019-22002,OGO-67805,SWEPI LP,EP DOGO NWDO Dstr Off,Butler,Mercer Twp,HALTERLEIN 2064 6HM,GAS,Active,41.106658,-80.031363,Horizontal Well,Yes
12/19/2012,019-21998,OGO-67805,SWEPI LP,EP DOGO NWDO Dstr Off,Butler,Mercer Twp,HALTERLEIN 2064 1HS 6HS,GAS,Active,41.106822,-80.031369,Horizontal Well,Yes
12/19/2012,085-24642,OGO-67805,SWEPI LP,EP DOGO NWDO Dstr Off,Mercer,Fairview Twp,PALMER 2082 5HD,GAS,Active,41.320719,-80.217461,Horizontal Well,Yes
12/19/2012,081-21090,OGO-65860,ANADARKO E&P ONSHORE LLC,EP DOGO NCDO Dstr Off,Lycoming,Cogan House Twp,TERRY D LITZELMAN A 203H,GAS,Active,41.400936,-77.167933,Horizontal Well,Yes
12/19/2012,081-20987,OGO-15547,SENECA RESOURCES CORP,EP DOGO NCDO Dstr Off,Lycoming,McIntyre Twp,DCNR 100 36H 50784,GAS,Active,41.467191,-77.004702,Horizontal Well,Yes
12/20/2012,059-26067,OGO-65420,CHESAPEAKE APPALACHIA LLC,EP DOGO SWDO Dstr Off,Greene,Springhill Twp,MICHAEL MCNICHOLAS GRE 8H,GAS,Regulatory Inactive Status,39.740338,-80.494877,Horizontal Well,Yes
12/20/2012,051-24528,OGO-39307,CHEVRON APPALACHIA LLC,EP DOGO SWDO Dstr Off,Fayette,Luzerne Twp,HOEHN UNIT 9H,GAS,Active,39.927969,-79.918883,Horizontal Well,Yes
12/20/2012,019-21999,OGO-67805,SWEPI LP,EP DOGO NWDO Dstr Off,Butler,Mercer Twp,HALTERLEIN 2064 2HS,GAS,Active,41.1067,-80.031366,Horizontal Well,Yes
12/21/2012,059-26085,OGO-39227,ALPHA SHALE RES LP,EP DOGO SWDO Dstr Off,Greene,Center Twp,THUNDER UNIT ONE 3V,GAS,Active,39.826966,-80.279222,Vertical Well,Yes
12/21/2012,051-24529,OGO-39307,CHEVRON APPALACHIA LLC,EP DOGO SWDO Dstr Off,Fayette,Luzerne Twp,HOEHN UNIT 10H,GAS,Active,39.927969,-79.918827,Horizontal Well,Yes
12/21/2012,051-24530,OGO-39307,CHEVRON APPALACHIA LLC,EP DOGO SWDO Dstr Off,Fayette,Luzerne Twp,HOEHN UNIT 11H,GAS,Active,39.927969,-79.918775,Horizontal Well,Yes
12/21/2012,081-21091,OGO-65860,ANADARKO E&P ONSHORE LLC,EP DOGO NCDO Dstr Off,Lycoming,Cogan House Twp,TERRY D LITZELMAN A 204H,GAS,Active,41.400958,-77.167977,Horizontal Well,Yes
12/21/2012,115-21070,OGO-10897,CABOT OIL & GAS CORP,EP DOGO NCDO Dstr Off,Susquehanna,Brooklyn Twp,TEDDICK M 6,GAS,Active,41.790097,-75.818372,Horizontal Well,Yes
12/21/2012,115-21069,OGO-10897,CABOT OIL & GAS CORP,EP DOGO NCDO Dstr Off,Susquehanna,Brooklyn Twp,TEDDICK M 2,GAS,Active,41.790138,-75.81838,Horizontal Well,Yes
12/22/2012,125-24932,OGO-61555,EQT PRODUCTION CO,EP DOGO SWDO Dstr Off,Washington,Fallowfield Twp,KEVECH 591554,GAS,Active,40.166761,-79.981041,Horizontal Well,Yes
12/22/2012,125-24933,OGO-61555,EQT PRODUCTION CO,EP DOGO SWDO Dstr Off,Washington,Fallowfield Twp,KEVECH 591555,GAS,Active,40.166802,-79.98105,Horizontal Well,Yes
12/25/2012,019-21994,OGO-38958,XTO ENERGY INC,EP DOGO NWDO Dstr Off,Butler,Summit Twp,AMBROSE UNIT 2H,GAS,Active,40.823311,-79.848516,Horizontal Well,Yes
12/27/2012,125-24934,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Cross Creek Twp,KANCEL UNIT 3H,GAS,Active,40.287138,-80.415605,Horizontal Well,Yes
12/27/2012,019-21996,OGO-38958,XTO ENERGY INC,EP DOGO NWDO Dstr Off,Butler,Summit Twp,HEASLEYS NURSERIES UNIT 4H,GAS,Active,40.831052,-79.848519,Horizontal Well,Yes
12/27/2012,015-22271,OGO-66495,CHIEF OIL & GAS LLC,EP DOGO NCDO Dstr Off,Bradford,Canton Twp,ROMISOUKAS UNIT 1H,GAS,Active,41.645252,-76.829763,Horizontal Well,Yes
12/27/2012,015-22265,OGO-66495,CHIEF OIL & GAS LLC,EP DOGO NCDO Dstr Off,Bradford,Monroe Twp,ARNOLD UNIT A 3H,GAS,Active,41.708163,-76.512294,Horizontal Well,Yes
12/28/2012,015-22332,OGO-65420,CHESAPEAKE APPALACHIA LLC,EP DOGO NCDO Dstr Off,Bradford,Overton Twp,HARLAN N BRA 2H,GAS,Active,41.583105,-76.514255,Horizontal Well,Yes
12/28/2012,015-22300,OGO-65420,CHESAPEAKE APPALACHIA LLC,EP DOGO NCDO Dstr Off,Bradford,Overton Twp,HARLAN S BRA 1H,GAS,Active,41.583138,-76.514291,Horizontal Well,Yes
12/29/2012,081-21082,OGO-68085,INFLECTION ENERGY LLC,EP DOGO NCDO Dstr Off,Lycoming,Upper Fairfield Twp,NATURE BOY EAST YODER 3V,GAS,Active,41.31233,-76.889255,Horizontal Well,Yes
12/29/2012,115-21116,OGO-10897,CABOT OIL & GAS CORP,EP DOGO NCDO Dstr Off,Susquehanna,Lenox Twp,W ZICK 5,GAS,Active,41.682463,-75.728391,Horizontal Well,Yes
12/30/2012,015-22401,OGO-66610,SOUTHWESTERN ENERGY PROD CO,EP DOGO NCDO Dstr Off,Bradford,Stevens Twp,CHAMBERLIN MEYER 6H,GAS,Active,41.784255,-76.19255,Horizontal Well,Yes
12/30/2012,015-22402,OGO-66610,SOUTHWESTERN ENERGY PROD CO,EP DOGO NCDO Dstr Off,Bradford,Stevens Twp,CHAMBERLIN MEYER 7H,GAS,Active,41.784305,-76.192527,Horizontal Well,Yes
12/31/2012,019-22012,OGO-67805,SWEPI LP,EP DOGO NWDO Dstr Off,Butler,Mercer Twp,HALTERLEIN 2064 3HD 6HD,GAS,Active,41.106741,-80.031366,Horizontal Well,Yes
12/31/2012,081-20996,OGO-15547,SENECA RESOURCES CORP,EP DOGO NCDO Dstr Off,Lycoming,Lewis Twp,DCNR 100 53H 51102,GAS,Active,41.430022,-77.058133,Horizontal Well,Yes
12/31/2012,015-22399,OGO-66610,SOUTHWESTERN ENERGY PROD CO,EP DOGO NCDO Dstr Off,Bradford,Stevens Twp,CHAMBERLIN MEYER 4H,GAS,Active,41.784152,-76.192594,Horizontal Well,Yes
12/31/2012,015-22400,OGO-66610,SOUTHWESTERN ENERGY PROD CO,EP DOGO NCDO Dstr Off,Bradford,Stevens Twp,CHAMBERLIN MEYER 5H,GAS,Active,41.784202,-76.192566,Horizontal Well,Yes
1/1/2013,081-20997,OGO-15547,SENECA RESOURCES CORP,EP DOGO NCDO Dstr Off,Lycoming,Lewis Twp,DCNR 100 54H 51103,GAS,Active,41.429966,-77.05815,Horizontal Well,Yes
1/2/2013,081-20998,OGO-15547,SENECA RESOURCES CORP,EP DOGO NCDO Dstr Off,Lycoming,Lewis Twp,DCNR 100 68H 51104,GAS,Active,41.429913,-77.058166,Horizontal Well,Yes
1/3/2013,125-24882,OGO-37312,CNX GAS CO LLC,EP DOGO SWDO Dstr Off,Washington,Morris Twp,CRUM NV55CHS,GAS,Active,40.040286,-80.352294,Horizontal Well,Yes
1/3/2013,125-24881,OGO-37312,CNX GAS CO LLC,EP DOGO SWDO Dstr Off,Washington,Morris Twp,CRUM NV55BHS,GAS,Active,40.040305,-80.352361,Horizontal Well,Yes
1/3/2013,125-24824,OGO-37312,CNX GAS CO LLC,EP DOGO SWDO Dstr Off,Washington,Morris Twp,CRUM NV55AHS,GAS,Active,40.040325,-80.352427,Horizontal Well,Yes
1/3/2013,125-24880,OGO-37312,CNX GAS CO LLC,EP DOGO SWDO Dstr Off,Washington,Morris Twp,CRUM NV55FHS,GAS,Active,40.040344,-80.352494,Horizontal Well,Yes
1/3/2013,125-24688,OGO-65420,CHESAPEAKE APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Donegal Twp,PAUL SCHILINSKI WAS 3H,GAS,Regulatory Inactive Status,40.183836,-80.499308,Horizontal Well,Yes
1/3/2013,081-21092,OGO-68085,INFLECTION ENERGY LLC,EP DOGO NCDO Dstr Off,Lycoming,Upper Fairfield Twp,ULTIMATE WARRIOR 1HA,GAS,Active,41.285781,-76.911993,Horizontal Well,Yes
1/3/2013,081-21093,OGO-68085,INFLECTION ENERGY LLC,EP DOGO NCDO Dstr Off,Lycoming,Upper Fairfield Twp,ULTIMATE WARRIOR 2HA,GAS,Active,41.285782,-76.911933,Horizontal Well,Yes
1/3/2013,081-21094,OGO-68085,INFLECTION ENERGY LLC,EP DOGO NCDO Dstr Off,Lycoming,Upper Fairfield Twp,ULTIMATE WARRIOR 3HA,GAS,Active,41.285791,-76.912041,Horizontal Well,Yes
1/3/2013,081-21071,OGO-63025,PA GEN ENERGY CO LLC,EP DOGO NCDO Dstr Off,Lycoming,Cummings Twp,COP TRACT 293 PAD B 2622,GAS,Active,41.325769,-77.375616,Horizontal Well,Yes
